Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcodes,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Box Package Type (product.metafields.custom.box_package_type),Age group (product.metafields.shopify.age-group),Bracelet design (product.metafields.shopify.bracelet-design),Color (product.metafields.shopify.color-pattern),Earring design (product.metafields.shopify.earring-design),Gemstone type (product.metafields.shopify.gemstone-type),Jewelry material (product.metafields.shopify.jewelry-material),Jewelry type (product.metafields.shopify.jewelry-type),Necklace design (product.metafields.shopify.necklace-design),Ring design (product.metafields.shopify.ring-design),Ring size (product.metafields.shopify.ring-size),Stone shape (product.metafields.shopify.stone-shape),Target gender (product.metafields.shopify.target-gender),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / United Arab Emirates,Price / United Arab Emirates,Compare At Price / United Arab Emirates,Included / Bahrain,Price / Bahrain,Compare At Price / Bahrain,Included / Kuwait,Price / Kuwait,Compare At Price / Kuwait,Included / Oman,Price / Oman,Compare At Price / Oman,Included / Qatar,Price / Qatar,Compare At Price / Qatar,Included / Rest Of the World,Price / Rest Of the World,Compare At Price / Rest Of the World,Included / Saudi,Price / Saudi,Compare At Price / Saudi,Status
omnia-medusa-red-bridal-full-set-in-92-5-silver-high-quality-simulated-diamonds,,,,,,,,,Red,,,16cm,,,Adjustable Ring,,888503C2B16,0.0,shopify,0,deny,manual,2800.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0654/6957/9451/files/888503C2B17-compressed_a02c9e92-1a5e-458a-8907-1473576e2f3d.jpg?v=1779722290,2,Omnia Medusa Red Bridal Full Set in 925 Silver High Quality Simulated diamonds - OMNIASTORES UAE,,,,,,,,,,,,,,,,,,,,,,kg,,0.00,,,,,,,,,,,,,,,,,,,,,,
omnia-medusa-red-bridal-full-set-in-92-5-silver-high-quality-simulated-diamonds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",https://cdn.shopify.com/s/files/1/0654/6957/9451/files/888503C2B17-A-compressed_5a68c00c-6eba-439c-bba3-2e652b3c94b0.jpg?v=1779722290,3,Omnia Medusa Red Bridal Full Set in 925 Silver High Quality Simulated diamonds - OMNIASTORES UAE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
omnia-medusa-red-bridal-full-set-in-92-5-silver-high-quality-simulated-diamonds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",https://cdn.shopify.com/s/files/1/0654/6957/9451/files/888503C2B17-B-compressed_d43e5993-fd64-4508-bae1-35dfcbd9f8b9.jpg?v=1779722290,4,Omnia Medusa Red Bridal Full Set in 925 Silver High Quality Simulated diamonds - OMNIASTORES UAE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
omnia-medusa-red-bridal-full-set-in-92-5-silver-high-quality-simulated-diamonds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",https://cdn.shopify.com/s/files/1/0654/6957/9451/files/888503C2B17-C-compressed_7f206d99-c529-4745-a968-eed8076cf90d.jpg?v=1779722290,5,Omnia Medusa Red Bridal Full Set in 925 Silver High Quality Simulated diamonds - OMNIASTORES UAE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
omnia-medusa-red-bridal-full-set-in-92-5-silver-high-quality-simulated-diamonds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",https://cdn.shopify.com/s/files/1/0654/6957/9451/files/888503C2B17-D_008d618d-40e4-4c9d-883b-5d2a423556de.webp?v=1779722290,6,Omnia Medusa Red Bridal Full Set in 925 Silver High Quality Simulated diamonds - OMNIASTORES UAE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
omnia-aurelia-white-shell-mother-of-pearl-round-pendant-necklace-with-floral-zircon-accents-in-brass-with-gold-plated-finish,Omnia Aurelia White Shell Mother of Pearl Round Pendant Necklace with Floral Zircon Accents in Brass with Gold Plated Finish,"<ul>
<li>White Shell Mother of Pearl Round Pendant Necklace with Floral Zircon Accents</li>
<li>Exquisitely Handcrafted</li>
<li>Gold Plated Finish</li>
<li>Tarnish Free Coating</li>
<li>Tarnish Resistant</li>
<li>Elegant Style</li>
<li>Luxury Fashion Jewelry</li>
</ul>",OMNIASTORES LLC,Apparel & Accessories > Jewelry > Necklaces,Necklaces,"Collection, Golden Full Sets, Ramadan Collection",true,Color,Floral,,,,,,,,QP8665Y4,0.0,shopify,5,deny,manual,380.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0654/6957/9451/files/QP8665Y4_02.jpg?v=1779722286,1,"",false,,,,adults,,floral,,,brass; gold-plated,imitation-jewelry,pendant,,,,,,,,,,kg,,0.00,true,,,true,,,true,,,true,,,true,,,true,,,true,,,active
omnia-aurelia-white-shell-mother-of-pearl-round-pendant-necklace-with-floral-zircon-accents-in-brass-with-gold-plated-finish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",https://cdn.shopify.com/s/files/1/0654/6957/9451/files/QP8665Y4_01.jpg?v=1779722286,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
omnia-rose-choker-necklace-in-92-5-silver-with-high-quality-simulated-diamonds,Omnia Rose Choker Necklace in 925 Silver with High Quality Simulated Diamonds,"<h3 data-start=""0"" data-end=""77""><strong data-start=""4"" data-end=""75"">Omnia Rose Choker Necklace – A Timeless Bridal Masterpiece</strong></h3>
<p data-start=""79"" data-end=""423"">Adorn your neckline with <strong data-start=""104"" data-end=""121"">pure elegance</strong> and <strong data-start=""126"" data-end=""135"">grace</strong> with the <strong data-start=""145"" data-end=""175"">Omnia Rose Choker Necklace</strong>. Designed for brides who appreciate <strong data-start=""212"" data-end=""236"">sophisticated luxury</strong>, this <strong data-start=""243"" data-end=""273"">adjustable choker necklace</strong> is <strong data-start=""277"" data-end=""304"">exquisitely handcrafted</strong> from <strong data-start=""310"" data-end=""346"">high-quality 925 sterling silver</strong> and adorned with <strong data-start=""364"" data-end=""396"">brilliant simulated diamonds</strong> for an ethereal sparkle.</p>
<p data-start=""425"" data-end=""685"">Its <strong data-start=""429"" data-end=""455"">floral-inspired design</strong> adds a romantic and regal touch, making it a perfect accessory for <strong data-start=""523"" data-end=""570"">weddings, receptions, and special occasions</strong>. With its <strong data-start=""581"" data-end=""605"">tarnish-free coating</strong> and <strong data-start=""610"" data-end=""635"">rhodium-plated finish</strong>, this choker remains radiant for years to come.</p>
<p data-start=""687"" data-end=""1120"">✨ <strong data-start=""689"" data-end=""726"">Why Choose the Omnia Rose Choker?</strong><br data-start=""726"" data-end=""729"">✔ <strong data-start=""731"" data-end=""752"">Adjustable Design</strong> – Ensures a comfortable and perfect fit.<br data-start=""793"" data-end=""796"">✔ <strong data-start=""798"" data-end=""833"">High-Quality Simulated Diamonds</strong> – Offering an irresistible shimmer.<br data-start=""869"" data-end=""872"">✔ <strong data-start=""874"" data-end=""923"">925 Sterling Silver with Tarnish-Free Coating</strong> – Long-lasting brilliance.<br data-start=""950"" data-end=""953"">✔ <strong data-start=""955"" data-end=""982"">Exquisitely Handcrafted</strong> – A fine balance of beauty and sophistication.<br data-start=""1029"" data-end=""1032"">✔ <strong data-start=""1034"" data-end=""1054"">Luxury Packaging</strong> – Comes in an <strong data-start=""1069"" data-end=""1095"">illuminated luxury box</strong>, ideal for showcasing.</p>
<p data-start=""1122"" data-end=""1195"">👰 <strong data-start=""1125"" data-end=""1191"">Add a touch of timeless beauty to your bridal look – Shop Now!</strong> ✨</p>",OMNIASTORES LLC,Apparel & Accessories > Jewelry > Necklaces,Choker,"Royals, Silver Necklace, Silvers",false,Color,Silver,,,,,,,,ZA1929ZN/1,0.0,shopify,0,deny,manual,1450.00,0.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0654/6957/9451/files/IMG_8195_5f89aecc-307c-42e6-bb6b-118ab4217d09.jpg?v=1779722285,1,Omnia Rose Choker Necklace in 925 Silver with High Quality Simulated Diamonds - OMNIASTORES UAE,false,,,,adults,,silver,,,silver; sterling-silver,fine-jewelry,choker,,,,unisex; female,,,,,https://cdn.shopify.com/s/files/1/0654/6957/9451/files/1a182724-881a-4931-963c-82b6fa1b66b0_0120da81-d688-4ee2-b24c-3c8cbf9007eb.jpg?v=1779722284,kg,,0.00,true,,,true,,,true,,,true,,,true,,,true,,,true,,,draft
omnia-rose-choker-necklace-in-92-5-silver-with-high-quality-simulated-diamonds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",https://cdn.shopify.com/s/files/1/0654/6957/9451/files/1a182724-881a-4931-963c-82b6fa1b66b0_0120da81-d688-4ee2-b24c-3c8cbf9007eb.jpg?v=1779722284,2,Omnia Rose Choker Necklace in 925 Silver with High Quality Simulated Diamonds - OMNIASTORES UAE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
omnia-lamis-golden-floral-earrings-with-textured-petals-and-pave-set-high-quality-zircon-stones-in-a-rhodium-plated-finish,Omnia Lamis Golden Floral Earrings with Textured Petals and Pave-Set High-Quality Zircon Stones in a Rhodium Plated Finish,"<p>Omnia Lamis Golden Floral Earrings – A Touch of Radiant Elegance</p>
<p>Elevate your style with the Omnia Lamis Golden Floral Earrings, a stunning fusion of timeless beauty and modern luxury. Featuring delicately textured petals and pavé-set high-quality zircon stones, these exquisitely crafted earrings capture the essence of sophistication and grace.</p>
<p>Designed with a rhodium-plated finish, they ensure long-lasting brilliance while remaining tarnish-free and resistant for everyday elegance. Whether worn for a wedding, special occasion, or as a statement accessory, these earrings add a radiant charm to any ensemble.</p>
<p>✨ Why You’ll Love the Omnia Lamis Earrings?<br>✔ High-Quality Pavé Zircon Stones – Exceptional sparkle for an elegant finish.<br>✔ Golden Floral Design with Textured Petals – A symbol of beauty and femininity.<br>✔ 925 Sterling Silver with Rhodium Plating – Durable and luxurious.<br>✔ Exquisite Craftsmanship – Perfect for bridal wear or luxury fashion.<br>✔ Luxury Light Box Packaging – Enhances the beauty of your jewelry.</p>
<p>💛 Shine with elegance – Shop Now! ✨</p>",Omnia,Apparel & Accessories > Jewelry > Earrings,Earrings,"Gifts For Her, Omnia Earrings, Valentines Day Gifts, Wedding Earrings",true,Color,Floral,,,,,,,,1301GLE5645YG,0.0,shopify,1,deny,manual,320.00,0.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0654/6957/9451/files/photo_2025-03-1319.50.39_fecb6fab-4061-4a81-8640-82e010281451.jpg?v=1779722280,1,Omnia Lamis Golden Floral Earrings with Textured Petals and Pave-Set High-Quality Zircon Stones in a Rhodium Plated Finish - OMNIASTORES UAE,false,,,,,,floral,dangle,,gold-plated; sterling-silver,imitation-jewelry,,,,,female,,,,,https://cdn.shopify.com/s/files/1/0654/6957/9451/files/photo_2025-03-1319.50.41-compressed_a41b7cb9-2f09-4e68-bc9c-9b9d05885a49.jpg?v=1779722280,kg,,0.00,true,,,true,,,true,,,true,,,true,,,true,,,true,,,active
omnia-lamis-golden-floral-earrings-with-textured-petals-and-pave-set-high-quality-zircon-stones-in-a-rhodium-plated-finish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",https://cdn.shopify.com/s/files/1/0654/6957/9451/files/photo_2025-03-1319.50.41-compressed_a41b7cb9-2f09-4e68-bc9c-9b9d05885a49.jpg?v=1779722280,2,Omnia Lamis Golden Floral Earrings with Textured Petals and Pave-Set High-Quality Zircon Stones in a Rhodium Plated Finish - OMNIASTORES UAE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
omnia-alessandra-yellow-necklace-in-925-silver-with-emerald-cut-high-quality-simulated-diamonds,Omnia Alessandra Yellow Necklace in 925 Silver with Emerald-Cut High-Quality Simulated Diamonds,"<p>Omnia Alessandra Yellow Necklace – Timeless Elegance in 925 Silver</p>
<p>Illuminate your style with the Omnia Alessandra Yellow Necklace, a masterpiece of luxury and refinement. Featuring a breathtaking emerald-cut high-quality simulated diamond, this exquisitely handcrafted piece is designed to exude sophistication and elegance.</p>
<p>Crafted in 925 sterling silver with a radiant yellow hue, it comes with a tarnish-free coating to maintain its brilliance for years to come. Whether worn for a special occasion or as a statement piece, this necklace embodies luxury and grace.</p>
<p>✨ Why You’ll Love the Omnia Alessandra Necklace?<br>✔ Emerald-Cut High-Quality Simulated Diamond – A striking centerpiece for timeless beauty.<br>✔ 925 Sterling Silver with a Lustrous Yellow Finish – Durable and luxurious.<br>✔ Exquisite Craftsmanship – Designed to add glamour to any look.<br>✔ Tarnish-Free &amp; Tarnish-Resistant – Long-lasting shine and brilliance.<br>✔ Luxury Light Box Packaging – Perfect for gifting or personal indulgence.</p>
<p>💛 Elevate Your Look with Elegance – Shop Now! ✨</p>",Omnia,Apparel & Accessories > Jewelry > Necklaces,Necklaces,"Necklace, Royals, Sales, Silver Necklace, Silvers",true,Color,Yellow,,Necklace Size,40cm,,,,,SN-B2171C1/40Y,0.0,shopify,2,deny,manual,2600.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0654/6957/9451/files/Alessandra.jpg?v=1779722281,1,"",false,,,,adults,,yellow,,,silver,fine-jewelry,pendant,,,,female,,,,,https://cdn.shopify.com/s/files/1/0654/6957/9451/files/photo_2025-03-27_17.29.21_a7aa70a8-483f-436d-99f4-5b3b784e6500.jpg?v=1779722281,kg,,0.00,true,,,true,,,true,,,true,,,true,,,true,,,true,,,active
omnia-alessandra-yellow-necklace-in-925-silver-with-emerald-cut-high-quality-simulated-diamonds,,,,,,,,,Yellow,,,42cm,,,,,SN-B2171C1/42Y,0.0,shopify,2,deny,manual,2600.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0654/6957/9451/files/photo_2025-03-27_17.29.21_a7aa70a8-483f-436d-99f4-5b3b784e6500.jpg?v=1779722281,2,Omnia Alessandra Yellow Necklace in 925 Silver with Emerald-Cut High-Quality Simulated Diamonds - OMNIASTORES UAE,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0654/6957/9451/files/photo_2025-03-27_17.29.21_a7aa70a8-483f-436d-99f4-5b3b784e6500.jpg?v=1779722281,kg,,0.00,,,,,,,,,,,,,,,,,,,,,,
omnia-alessandra-yellow-necklace-in-925-silver-with-emerald-cut-high-quality-simulated-diamonds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",https://cdn.shopify.com/s/files/1/0654/6957/9451/files/photo_2025-03-1315.33.08-compressed_a5c83924-0308-42eb-b691-d8b67fc5efc3.jpg?v=1779722281,3,Omnia Alessandra Yellow Necklace in 925 Silver with Emerald-Cut High-Quality Simulated Diamonds - OMNIASTORES UAE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
omnia-alessandra-yellow-necklace-in-925-silver-with-emerald-cut-high-quality-simulated-diamonds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",https://cdn.shopify.com/s/files/1/0654/6957/9451/files/photo_2025-03-1315.33.10-compressed_812d5f9c-3a10-46bf-b99d-4a677eff45dd.jpg?v=1779722281,4,Omnia Alessandra Yellow Necklace in 925 Silver with Emerald-Cut High-Quality Simulated Diamonds - OMNIASTORES UAE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
omnia-golden-clove-stud-earrings-with-high-quality-simulated-diamonds-gold-plated,Omnia Golden Clove Stud Earrings with High-Quality Simulated Diamonds Gold Plated,"<p>Omnia Golden Clove Stud Earrings – Radiant Elegance in Gold Plating</p>
<p>Add a touch of luxury and brilliance to your look with the Omnia Golden Clove Stud Earrings. Designed with high-quality simulated diamonds, these exquisitely handcrafted earrings bring a dazzling sparkle, making them a perfect addition to any jewelry collection.</p>
<p>Coated in luxurious gold plating, these studs are both tarnish-resistant and tarnish-free, ensuring long-lasting beauty. Whether for bridal elegance or everyday sophistication, they are the ultimate symbol of refined luxury.</p>
<p>✨ Why You’ll Love the Omnia Golden Clove Earrings?<br>✔ Gold-Plated with High-Quality Simulated Diamonds – A timeless, radiant finish.<br>✔ Exquisite Craftsmanship – Perfectly designed for elegance and brilliance.<br>✔ Tarnish-Free &amp; Tarnish-Resistant – Maintains its shine for years.<br>✔ Luxury Light Box Packaging – Ideal for gifting and special occasions.<br>✔ Perfect for Brides &amp; Fashion Enthusiasts – A must-have for weddings, engagements, and statement looks.</p>
<p>💛 Shine with Timeless Elegance – Shop Now! ✨<br></p>",OMNIASTORES LLC,Apparel & Accessories > Jewelry > Earrings,Earrings,"Golden Collections, Golden Full Sets, Ramadan Collection, Ramadan Earring, Stud Earrings",true,Color,Gold,,,,,,,,WE4395,0.0,shopify,20,deny,manual,350.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0654/6957/9451/files/WE4395_2f5e53d0-7244-45cd-9fad-0ea014295181.jpg?v=1779722279,1,Omnia Golden Clove Stud Earrings with High-Quality Simulated Diamonds Gold Plated - OMNIASTORES UAE,false,,,,adults,,gold,stud,,gold-plated; diamond,imitation-jewelry,,,,,female,,,,,https://cdn.shopify.com/s/files/1/0654/6957/9451/files/WE4395_2f5e53d0-7244-45cd-9fad-0ea014295181.jpg?v=1779722279,kg,,0.00,true,,,true,,,true,,,true,,,true,,,true,,,true,,,active
omnia-golden-clove-stud-earrings-with-high-quality-simulated-diamonds-gold-plated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",https://cdn.shopify.com/s/files/1/0654/6957/9451/files/WE4395-A_c176749a-f6ee-454a-a8de-4ffafccbd1d5.jpg?v=1779722279,2,Omnia Golden Clove Stud Earrings with High-Quality Simulated Diamonds Gold Plated - OMNIASTORES UAE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
omnia-baraa-white-bridal-necklace-earrings-set-in-925-silver-with-pear-and-marquise-cut-high-quality-simulated-diamonds-1,Omnia Abir White Bridal Necklace & Earrings Set in 925 Silver with Pear and Marquise-Cut High-Quality Simulated Diamonds,"<p data-end=""75"" data-start=""0""><strong data-end=""70"" data-start=""3"">🤍Omnia Baraa White Bridal Set – Timeless Elegance in 925 Silver</strong> 🤍</p>
<p data-end=""370"" data-start=""77"">Make a statement on your special day with the <strong data-end=""176"" data-start=""123"">Omnia Baraa White Bridal Necklace &amp; Earrings Set</strong>, a <strong data-end=""225"" data-start=""180"">masterpiece of elegance and craftsmanship</strong>. Designed with <strong data-end=""298"" data-start=""241"">pear and marquise-cut high-quality simulated diamonds</strong>, this exquisitely handcrafted set embodies luxury and sophistication.</p>
<h3 data-end=""403"" data-start=""372"">✨ <strong data-end=""401"" data-start=""378"">Why You’ll Love It:</strong>
</h3>
<p data-end=""849"" data-start=""404"">✔ <strong data-end=""449"" data-start=""406"">925 Silver with Stunning White Accents</strong> – A regal touch for brides who adore elegance.<br data-end=""499"" data-start=""496"">✔ <strong data-end=""533"" data-start=""501"">Brilliant Simulated Diamonds</strong> – Crafted for a <strong data-end=""583"" data-start=""550"">radiant, diamond-like sparkle</strong>.<br data-is-only-node="""" data-end=""587"" data-start=""584"">✔ <strong data-end=""617"" data-start=""589"">Tarnish-Free &amp; Resistant</strong> – Ensures <strong data-end=""661"" data-start=""628"">long-lasting beauty and shine</strong>.<br data-end=""665"" data-start=""662"">✔ <strong data-end=""693"" data-start=""667"">Exquisite Handcrafting</strong> – Designed with <strong data-end=""742"" data-start=""710"">precision and sophistication</strong>.<br data-end=""746"" data-start=""743"">✔ <strong data-end=""783"" data-start=""748"">Luxury Bridal &amp; Fashion Jewelry</strong> – Perfect for <strong data-end=""846"" data-start=""798"">weddings, engagements, and special occasions</strong>.</p>
<p data-end=""964"" data-start=""851"">Step into <strong data-end=""882"" data-start=""861"">grace and glamour</strong> with the <strong data-end=""925"" data-start=""892"">Omnia Baraa White Bridal Set</strong>—a true symbol of <strong data-end=""961"" data-start=""943"">refined beauty</strong>.</p>
<p data-is-only-node="""" data-is-last-node="""" data-end=""1010"" data-start=""966"">💎 <strong data-end=""1006"" data-start=""969"">Shop Now &amp; Shine on Your Big Day!</strong> ✨</p>",Omnia,Apparel & Accessories > Jewelry > Jewelry Sets,Ramadan Collection,"Collections, Full Sets, Mothers-day, Ramadan Collection, Royals, Sales, Silver Sets, Silvers",true,Necklace Length,40 cm,,,,,,,,SN-B2119A/40W | SE-B2069,0.0,shopify,0,deny,manual,2650.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0654/6957/9451/files/abir.jpg?v=1779722278,1,"",false,,,Full Set + Bracelet Box Combo,adults,,silver; white,,,silver,fine-jewelry,,,,,female,,,,,,kg,,0.00,true,,,true,,,true,,,true,,,true,,,true,,,true,,,active
omnia-baraa-white-bridal-necklace-earrings-set-in-925-silver-with-pear-and-marquise-cut-high-quality-simulated-diamonds-1,,,,,,,,,42 cm,,,,,,,,SN-B2119A/42W | SE-B2069,0.0,shopify,1,deny,manual,2650.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0654/6957/9451/files/photo_2025-09-24-16.25.27.jpg?v=1779722278,2,Omnia Abir White Bridal Necklace & Earrings Set in 925 Silver with Pear and Marquise-Cut High-Quality Simulated Diamonds - OMNIASTORES UAE,,,,,,,,,,,,,,,,,,,,,,kg,,0.00,,,,,,,,,,,,,,,,,,,,,,
omnia-baraa-white-bridal-necklace-earrings-set-in-925-silver-with-pear-and-marquise-cut-high-quality-simulated-diamonds-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",https://cdn.shopify.com/s/files/1/0654/6957/9451/files/photo_2025-03-27_16.34.53-compressed_7172fdfe-d5aa-4700-ad92-d086a8323d30.jpg?v=1779722278,3,Omnia Abir White Bridal Necklace & Earrings Set in 925 Silver with Pear and Marquise-Cut High-Quality Simulated Diamonds - OMNIASTORES UAE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
omnia-baraa-white-bridal-necklace-earrings-set-in-925-silver-with-pear-and-marquise-cut-high-quality-simulated-diamonds-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",https://cdn.shopify.com/s/files/1/0654/6957/9451/files/photo_2025-03-08_19-56-28_917332f2-25a3-4e8a-abf8-bd12756240c8.jpg?v=1779722278,4,Omnia Abir White Bridal Necklace & Earrings Set in 925 Silver with Pear and Marquise-Cut High-Quality Simulated Diamonds - OMNIASTORES UAE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
omnia-baraa-white-bridal-necklace-earrings-set-in-925-silver-with-pear-and-marquise-cut-high-quality-simulated-diamonds-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",https://cdn.shopify.com/s/files/1/0654/6957/9451/files/photo_2025-03-11-19.09.32-compressed_dc79ea1d-58af-4e48-91c6-856d7c4b5008.jpg?v=1779722278,5,Omnia Abir White Bridal Necklace & Earrings Set in 925 Silver with Pear and Marquise-Cut High-Quality Simulated Diamonds - OMNIASTORES UAE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
omnia-baraa-white-bridal-necklace-earrings-set-in-925-silver-with-pear-and-marquise-cut-high-quality-simulated-diamonds-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",https://cdn.shopify.com/s/files/1/0654/6957/9451/files/photo_2025-03-08_19-56-37-768x768_3c77d66a-38c7-434e-8cf5-657a47753ea3.jpg?v=1779722278,6,Omnia Abir White Bridal Necklace & Earrings Set in 925 Silver with Pear and Marquise-Cut High-Quality Simulated Diamonds - OMNIASTORES UAE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
omnia-baraa-white-bridal-necklace-earrings-set-in-925-silver-with-pear-and-marquise-cut-high-quality-simulated-diamonds-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",https://cdn.shopify.com/s/files/1/0654/6957/9451/files/photo_2025-03-11-19.09.33-compressed_7dd09a38-2165-4681-9b3f-b63218d3b232.jpg?v=1779722278,7,Omnia Abir White Bridal Necklace & Earrings Set in 925 Silver with Pear and Marquise-Cut High-Quality Simulated Diamonds - OMNIASTORES UAE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
omnia-baraa-white-bridal-necklace-earrings-set-in-925-silver-with-pear-and-marquise-cut-high-quality-simulated-diamonds-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",https://cdn.shopify.com/s/files/1/0654/6957/9451/files/photo_2025-03-11-19.09.30-compressed_0364dc62-4484-4bc9-9b39-910dd1c748ad.jpg?v=1779722278,8,Omnia Abir White Bridal Necklace & Earrings Set in 925 Silver with Pear and Marquise-Cut High-Quality Simulated Diamonds - OMNIASTORES UAE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
